2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Not Hospitalized",Cases,119
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Deaths",Cases,7
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Hospitalized",Cases,26
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Not Hospitalized",Cases,80
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Deaths",Cases,6
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Hospitalized",Cases,16
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Not Hospitalized",Cases,36
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths","Unknown, Not Hospitalized",Cases,4
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths",Note,Data on cases recovered is unavailable.,NA
2020-03-25,"Case Counts by Age Group, Hospitalizations, and Deaths",Note,Patients who were hospitalized and subsequently died are only counted once as a death.,NA
2020-03-26,description,attribute,metric,value,,,,,
2020-03-26,State Data,Statewide,Cases,1430,,,,,
2020-03-26,State Data,Statewide,Hospitalizations,184,,,,,
2020-03-26,State Data,Statewide,Counties,39,,,,,
2020-03-26,State Data,Statewide,People Tested,10122,,,,,
2020-03-26,State Data,Statewide,Deaths,24,,,,,
2020-03-26,State Data,Statewide,Outbreaks,9,,,,,
2020-03-26,State Data,Statewide,Rate Per 100000,25.11,,,,,
2020-03-26,State Data,Note,"Case summaries for 3/26/2020 and 3/25/2020 were created retroactively. Due to retroactively updated and corrected underlying data, case counts and summary statistics may not match what was published on the corresponding day.",NA,,,,,
2020-03-26,State Data,Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,NA,,,,,
2020-03-26,State Data,Note,Outbreaks are investigated at residential and non-hospital heathcare facilities.,NA,,,,,
2020-03-26,State Data,Note,"The state rate per 100,000 includes all cases (including cases who have not yet been assigned to a county).",NA,,,,,
2020-03-26,Case Counts by County,Adams County,Cases,50,,,,,
2020-03-26,Case Counts by County,Adams County,Rate Per 100000,9.775687084,,,,,
2020-03-26,Case Counts by County,Alamosa County,Cases,0,,,,,
2020-03-26,Case Counts by County,Alamosa County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Arapahoe County,Cases,119,,,,,
2020-03-26,Case Counts by County,Arapahoe County,Rate Per 100000,18.26997184,,,,,
2020-03-26,Case Counts by County,Archuleta County,Cases,0,,,,,
2020-03-26,Case Counts by County,Archuleta County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Baca County,Cases,0,,,,,
2020-03-26,Case Counts by County,Baca County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Bent County,Cases,0,,,,,
2020-03-26,Case Counts by County,Bent County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Boulder County,Cases,66,,,,,
2020-03-26,Case Counts by County,Boulder County,Rate Per 100000,20.27799285,,,,,
2020-03-26,Case Counts by County,Broomfield County,Cases,10,,,,,
2020-03-26,Case Counts by County,Broomfield County,Rate Per 100000,14.39822614,,,,,
2020-03-26,Case Counts by County,Chaffee County,Cases,5,,,,,
2020-03-26,Case Counts by County,Chaffee County,Rate Per 100000,24.96504893,,,,,
2020-03-26,Case Counts by County,Cheyenne County,Cases,0,,,,,
2020-03-26,Case Counts by County,Cheyenne County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Clear Creek County,Cases,3,,,,,
2020-03-26,Case Counts by County,Clear Creek County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Conejos County,Cases,0,,,,,
2020-03-26,Case Counts by County,Conejos County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Costilla County,Cases,0,,,,,
2020-03-26,Case Counts by County,Costilla County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Crowley County,Cases,1,,,,,
2020-03-26,Case Counts by County,Crowley County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Custer County,Cases,0,,,,,
2020-03-26,Case Counts by County,Custer County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Delta County,Cases,1,,,,,
2020-03-26,Case Counts by County,Delta County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Denver County,Cases,262,,,,,
2020-03-26,Case Counts by County,Denver County,Rate Per 100000,36.5005705,,,,,
2020-03-26,Case Counts by County,Dolores County,Cases,0,,,,,
2020-03-26,Case Counts by County,Dolores County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Douglas County,Cases,67,,,,,
2020-03-26,Case Counts by County,Douglas County,Rate Per 100000,19.5425298,,,,,
2020-03-26,Case Counts by County,Eagle County,Cases,147,,,,,
2020-03-26,Case Counts by County,Eagle County,Rate Per 100000,267.9401418,,,,,
2020-03-26,Case Counts by County,El Paso County,Cases,137,,,,,
2020-03-26,Case Counts by County,El Paso County,Rate Per 100000,19.17706591,,,,,
2020-03-26,Case Counts by County,Elbert County,Cases,3,,,,,
2020-03-26,Case Counts by County,Elbert County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Fremont County,Cases,1,,,,,
2020-03-26,Case Counts by County,Fremont County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Garfield County,Cases,16,,,,,
2020-03-26,Case Counts by County,Garfield County,Rate Per 100000,26.75272125,,,,,
2020-03-26,Case Counts by County,Gilpin County,Cases,0,,,,,
2020-03-26,Case Counts by County,Gilpin County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Grand County,Cases,2,,,,,
2020-03-26,Case Counts by County,Grand County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Grand Total County,Cases,1430,,,,,
2020-03-26,Case Counts by County,Grand Total County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Gunnison County,Cases,57,,,,,
2020-03-26,Case Counts by County,Gunnison County,Rate Per 100000,331.9163804,,,,,
2020-03-26,Case Counts by County,Hinsdale County,Cases,1,,,,,
2020-03-26,Case Counts by County,Hinsdale County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Huerfano County,Cases,1,,,,,
2020-03-26,Case Counts by County,Huerfano County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Jackson County,Cases,0,,,,,
2020-03-26,Case Counts by County,Jackson County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Jefferson County,Cases,131,,,,,
2020-03-26,Case Counts by County,Jefferson County,Rate Per 100000,22.60604565,,,,,
2020-03-26,Case Counts by County,Kiowa County,Cases,0,,,,,
2020-03-26,Case Counts by County,Kiowa County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Kit Carson County,Cases,1,,,,,
2020-03-26,Case Counts by County,Kit Carson County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,La Plata County,Cases,5,,,,,
2020-03-26,Case Counts by County,La Plata County,Rate Per 100000,8.864776696,,,,,
2020-03-26,Case Counts by County,Lake County,Cases,0,,,,,
2020-03-26,Case Counts by County,Lake County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Larimer County,Cases,61,,,,,
2020-03-26,Case Counts by County,Larimer County,Rate Per 100000,17.41056393,,,,,
2020-03-26,Case Counts by County,Las Animas County,Cases,0,,,,,
2020-03-26,Case Counts by County,Las Animas County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Lincoln County,Cases,0,,,,,
2020-03-26,Case Counts by County,Lincoln County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Logan County,Cases,2,,,,,
2020-03-26,Case Counts by County,Logan County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Mesa County,Cases,6,,,,,
2020-03-26,Case Counts by County,Mesa County,Rate Per 100000,3.90548721,,,,,
2020-03-26,Case Counts by County,Mineral County,Cases,0,,,,,
2020-03-26,Case Counts by County,Mineral County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Moffat County,Cases,0,,,,,
2020-03-26,Case Counts by County,Moffat County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Montezuma County,Cases,0,,,,,
2020-03-26,Case Counts by County,Montezuma County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Montrose County,Cases,4,,,,,
2020-03-26,Case Counts by County,Montrose County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Morgan County,Cases,3,,,,,
2020-03-26,Case Counts by County,Morgan County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Otero County,Cases,1,,,,,
2020-03-26,Case Counts by County,Otero County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Ouray County,Cases,0,,,,,
2020-03-26,Case Counts by County,Ouray County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Park County,Cases,1,,,,,
2020-03-26,Case Counts by County,Park County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Phillips County,Cases,0,,,,,
2020-03-26,Case Counts by County,Phillips County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Pitkin County,Cases,23,,,,,
2020-03-26,Case Counts by County,Pitkin County,Rate Per 100000,128.6425415,,,,,
2020-03-26,Case Counts by County,Prowers County,Cases,0,,,,,
2020-03-26,Case Counts by County,Prowers County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Pueblo County,Cases,3,,,,,
2020-03-26,Case Counts by County,Pueblo County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Rio Blanco County,Cases,0,,,,,
2020-03-26,Case Counts by County,Rio Blanco County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Rio Grande County,Cases,2,,,,,
2020-03-26,Case Counts by County,Rio Grande County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Routt County,Cases,9,,,,,
2020-03-26,Case Counts by County,Routt County,Rate Per 100000,35.04263521,,,,,
2020-03-26,Case Counts by County,Saguache County,Cases,0,,,,,
2020-03-26,Case Counts by County,Saguache County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,San Juan County,Cases,0,,,,,
2020-03-26,Case Counts by County,San Juan County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,San Miguel County,Cases,1,,,,,
2020-03-26,Case Counts by County,San Miguel County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Sedgwick County,Cases,0,,,,,
2020-03-26,Case Counts by County,Sedgwick County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Summit County,Cases,9,,,,,
2020-03-26,Case Counts by County,Summit County,Rate Per 100000,29.05756627,,,,,
2020-03-26,Case Counts by County,Teller County,Cases,7,,,,,
2020-03-26,Case Counts by County,Teller County,Rate Per 100000,27.93296089,,,,,
2020-03-26,Case Counts by County,Unknown Or Pending County,Cases,102,,,,,
2020-03-26,Case Counts by County,Unknown Or Pending County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Washington County,Cases,1,,,,,
2020-03-26,Case Counts by County,Washington County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Weld County,Cases,107,,,,,
2020-03-26,Case Counts by County,Weld County,Rate Per 100000,34.04921544,,,,,
2020-03-26,Case Counts by County,Yuma County,Cases,2,,,,,
2020-03-26,Case Counts by County,Yuma County,Rate Per 100000,NA,,,,,
2020-03-26,Case Counts by County,Note,Cases include people who had a positive lab test positive and cases that public health identified and determined were likely to have COVID-19 because of their symptoms and close contact with someone who tested positive. The number of untested cases included in the total case count is a very small portion of the total cases reported.,NA,,,,,
2020-03-26,Case Counts by County,Note,People who tested positive for COVID-19 in Colorado while visiting are included in the county where they were identified.,NA,,,,,
2020-03-26,Case Counts by County,Note,"County rates per 100,000 are calculated using 2018 population estimates from the Demography Section, Colorado Division of Local Government.",NA,,,,,
2020-03-26,Case Counts by County,Note,Rates are not shown for counties with fewer than 5 cases.,NA,,,,,
2020-03-26,Case Counts by County,Note,Caution should be used when interpreting rates in counties with small populations.,NA,,,,,
2020-03-26,Case Counts by County,Note,Some cases may still be under investigation and county not assigned yet.,NA,,,,,
2020-03-26,Case Counts by Age Group,0-9,Cases,19,,,,,
2020-03-26,Case Counts by Age Group,0-9,Percent,1.33,,,,,
2020-03-26,Case Counts by Age Group,10-19,Cases,38,,,,,
2020-03-26,Case Counts by Age Group,10-19,Percent,2.66,,,,,
2020-03-26,Case Counts by Age Group,20-29,Cases,202,,,,,
2020-03-26,Case Counts by Age Group,20-29,Percent,14.13,,,,,
2020-03-26,Case Counts by Age Group,30-39,Cases,247,,,,,
2020-03-26,Case Counts by Age Group,30-39,Percent,17.27,,,,,
2020-03-26,Case Counts by Age Group,40-49,Cases,247,,,,,
2020-03-26,Case Counts by Age Group,40-49,Percent,17.27,,,,,
2020-03-26,Case Counts by Age Group,50-59,Cases,245,,,,,
2020-03-26,Case Counts by Age Group,50-59,Percent,17.13,,,,,
2020-03-26,Case Counts by Age Group,60-69,Cases,201,,,,,
2020-03-26,Case Counts by Age Group,60-69,Percent,14.06,,,,,
2020-03-26,Case Counts by Age Group,70-79,Cases,145,,,,,
2020-03-26,Case Counts by Age Group,70-79,Percent,10.14,,,,,
2020-03-26,Case Counts by Age Group,80+,Cases,81,,,,,
2020-03-26,Case Counts by Age Group,80+,Percent,5.66,,,,,
2020-03-26,Case Counts by Age Group,Unknown,Cases,5,,,,,
2020-03-26,Case Counts by Age Group,Unknown,Percent,0.35,,,,,
2020-03-26,Case Counts by Sex,Female,Cases,715,,,,,
2020-03-26,Case Counts by Sex,Female,Percent,50,,,,,
2020-03-26,Case Counts by Sex,Male,Cases,702,,,,,
2020-03-26,Case Counts by Sex,Male,Percent,49.09,,,,,
2020-03-26,Case Counts by Sex,Unknown,Cases,13,,,,,
2020-03-26,Case Counts by Sex,Unknown,Percent,0.91,,,,,
2020-03-26,Case Counts by Onset Date,Note,Onset date data unavailable for this date ,NA,,,,,
2020-03-26,Deaths,El Paso County,Cases,7,,,,,
2020-03-26,Deaths,Weld County,Cases,4,,,,,
2020-03-26,Deaths,Jefferson County,Cases,3,,,,,
2020-03-26,Deaths,Denver County,Cases,3,,,,,
2020-03-26,Deaths,Larimer County,Cases,1,,,,,
2020-03-26,Deaths,Eagle County,Cases,1,,,,,
2020-03-26,Deaths,Chaffee County,Cases,1,,,,,
2020-03-26,Deaths,Crowley County,Cases,1,,,,,
2020-03-26,Deaths,Gunnison County,Cases,1,,,,,
2020-03-26,Deaths,Teller County,Cases,1,,,,,
2020-03-26,Deaths,Arapahoe County,Cases,1,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","0-9, Hospitalized",Cases,1,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","0-9, Not Hospitalized",Cases,18,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","10-19, Not Hospitalized",Cases,38,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","20-29, Hospitalized",Cases,4,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","20-29, Not Hospitalized",Cases,198,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","30-39, Hospitalized",Cases,17,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","30-39, Not Hospitalized",Cases,230,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","40-49, Deaths",Cases,1,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","40-49, Hospitalized",Cases,25,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","40-49, Not Hospitalized",Cases,221,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Deaths",Cases,2,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Hospitalized",Cases,40,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","50-59, Not Hospitalized",Cases,203,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Deaths",Cases,3,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Hospitalized",Cases,34,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","60-69, Not Hospitalized",Cases,164,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Deaths",Cases,7,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Hospitalized",Cases,29,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","70-79, Not Hospitalized",Cases,109,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Deaths",Cases,11,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Hospitalized",Cases,19,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","80+, Not Hospitalized",Cases,51,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths","Unknown, Not Hospitalized",Cases,5,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths",Note,Data on cases recovered is unavailable.,NA,,,,,
2020-03-26,"Case Counts by Age Group, Hospitalizations, and Deaths",Note,Patients who were hospitalized and subsequently died are only counted once as a death.,NA,,,,,
